1521	2447
52	964
583	1481
1114	1998
1645	2015
176	532
707	1049
1238	1566
1769	2083
300	600
831	1117
1362	1634
1893	2151
424	668
955	1185
1486	1702
1517	2219
48	736
579	1253
1110	1770
1641	2287
172	804
703	1321
1234	1838
1765	2355
296	872
827	1389
1358	1906
1889	2423
420	940
951	1457
1482	1974
1513	2491
44	508
575	1025
1106	1542
1637	2059
168	576
699	1093
1230	1610
1761	2127
292	644
823	1161
1354	1678
1885	2195
416	712
947	1229
1478	1746
1509	2263
40	780
571	1297
1102	1814
1633	2331
164	848
695	1365
1226	1882
1757	2399
288	916
819	1433
1350	1950
1881	2467
412	984
943	1001
1474	1518
1505	2035
36	552
567	1069
1098	1586
1629	2103
160	620
691	1137
1222	1654
1753	2171
284	688
815	1205
1346	1722
1877	2239
408	756
939	1273
1470	1790
1501	2307
32	824
563	1341
1094	1858
1625	2375
156	892
687	1409
1218	1926
1749	2443
280	960
811	1477
1342	1994
1873	2011
404	528
935	1045
1466	1562
1997	2079
28	596
559	1113
1090	1630
1621	2147
152	664
683	1181
1214	1698
1745	2215
276	732
807	1249
1338	1766
1869	2283
400	800
931	1317
1462	1834
1993	2351
24	868
555	1385
1086	1902
1617	2419
148	936
679	1453
1210	1970
1741	2487
272	504
803	1021
1334	1538
1865	2055
396	572
927	1089
1458	1606
1989	2123
20	640
551	1157
1082	1674
1613	2191
144	708
675	1225
1206	1742
1737	2259
268	776
799	1293
1330	1810
1861	2327
392	844
923	1361
1454	1878
1985	2395
16	912
547	1429
1078	1946
1609	2463
140	980
671	1497
1202	1514
1733	2031
264	548
795	1065
1326	1582
1857	2099
388	616
919	1133
1450	1650
1981	2167
12	684
543	1201
1074	1718
1605	2235
136	752
667	1269
1198	1786
1729	2303
260	820
791	1337
1322	1854
1853	2371
384	888
915	1405
1446	1922
1977	2439
8	956
539	1473
1070	1990
1601	2007
132	524
663	1041
1194	1558
1725	2075
256	592
787	1109
1318	1626
1849	2143
380	660
911	1177
1442	1694
1973	2211
4	728
535	1245
1066	1762
1597	2279
128	796
659	1313
1190	1830
1721	2347
252	864
783	1381
1314	1898
1845	2415
376	932
907	1449
1438	1966
1969	2483
0	500
531	1017
1062	1534
1593	2051
124	568
655	1085
1186	1602
1717	2119
248	636
779	1153
1310	1670
1841	2187
372	704
903	1221
1434	1738
1965	2255
496	772
527	1289
1058	1806
1589	2323
120	840
651	1357
1182	1874
1713	2391
244	908
775	1425
1306	1942
1837	2459
368	976
899	1493
1430	1510
1961	2027
492	544
523	1061
1054	1578
1585	2095
116	612
647	1129
1178	1646
1709	2163
240	680
771	1197
1302	1714
1833	2231
364	748
895	1265
1426	1782
1957	2299
488	816
519	1333
1050	1850
1581	2367
112	884
643	1401
1174	1918
1705	2435
236	952
767	1469
1298	1986
1829	2003
360	520
891	1037
1422	1554
1953	2071
484	588
515	1105
1046	1622
1577	2139
108	656
639	1173
1170	1690
1701	2207
232	724
763	1241
1294	1758
1825	2275
356	792
887	1309
1418	1826
1949	2343
480	860
511	1377
1042	1894
1573	2411
104	928
635	1445
1166	1962
1697	2479
228	996
759	1013
1290	1530
1821	2047
352	564
883	1081
1414	1598
1945	2115
476	632
507	1149
1038	1666
1569	2183
100	700
631	1217
1162	1734
1693	2251
224	768
755	1285
1286	1802
1817	2319
348	836
879	1353
1410	1870
1941	2387
472	904
503	1421
1034	1938
1565	2455
96	972
627	1489
1158	1506
1689	2023
220	540
751	1057
1282	1574
1813	2091
344	608
875	1125
1406	1642
1937	2159
468	676
999	1193
1030	1710
1561	2227
92	744
623	1261
1154	1778
1685	2295
216	812
747	1329
1278	1846
1809	2363
340	880
871	1397
1402	1914
1933	2431
464	948
995	1465
1026	1982
1557	2499
88	516
619	1033
1150	1550
1681	2067
212	584
743	1101
1274	1618
1805	2135
336	652
867	1169
1398	1686
1929	2203
460	720
991	1237
1022	1754
1553	2271
84	788
615	1305
1146	1822
1677	2339
208	856
739	1373
1270	1890
1801	2407
332	924
863	1441
1394	1958
1925	2475
456	992
987	1009
1018	1526
1549	2043
80	560
611	1077
1142	1594
1673	2111
204	628
735	1145
1266	1662
1797	2179
328	696
859	1213
1390	1730
1921	2247
452	764
983	1281
1014	1798
1545	2315
76	832
607	1349
1138	1866
1669	2383
200	900
731	1417
1262	1934
1793	2451
324	968
855	1485
1386	1502
1917	2019
448	536
979	1053
1010	1570
1541	2087
72	604
603	1121
1134	1638
1665	2155
196	672
727	1189
1258	1706
1789	2223
320	740
851	1257
1382	1774
1913	2291
444	808
975	1325
1006	1842
1537	2359
68	876
599	1393
1130	1910
1661	2427
192	944
723	1461
1254	1978
1785	2495
316	512
847	1029
1378	1546
1909	2063
440	580
971	1097
1002	1614
1533	2131
64	648
595	1165
1126	1682
1657	2199
188	716
719	1233
1250	1750
1781	2267
312	784
843	1301
1374	1818
1905	2335
436	852
967	1369
1498	1886
1529	2403
60	920
591	1437
1122	1954
1653	2471
184	988
715	1005
1246	1522
1777	2039
308	556
839	1073
1370	1590
1901	2107
432	624
963	1141
1494	1658
1525	2175
56	692
587	1209
1118	1726
1649	2243
180	760
711	1277
1242	1794
1773	2311
304	828
835	1345
1366	1862
1897	2379
428	896
959	1413
1490	1930
1521	2447
52	964
583	1481
1114	1998
1645	2015
176	532
707	1049
1238	1566
1769	2083
300	600
831	1117
1362	1634
1893	2151
424	668
955	1185
1486	1702
1517	2219
48	736
579	1253
1110	1770
1641	2287
172	804
703	1321
1234	1838
1765	2355
296	872
827	1389
1358	1906
1889	2423
420	940
951	1457
1482	1974
1513	2491
44	508
575	1025
1106	1542
1637	2059
168	576
699	1093
1230	1610
1761	2127
292	644
823	1161
1354	1678
1885	2195
416	712
947	1229
1478	1746
1509	2263
40	780
571	1297
1102	1814
1633	2331
164	848
695	1365
1226	1882
1757	2399
288	916
819	1433
1350	1950
1881	2467
412	984
943	1001
1474	1518
1505	2035
36	552
567	1069
1098	1586
1629	2103
160	620
691	1137
1222	1654
1753	2171
284	688
815	1205
1346	1722
1877	2239
408	756
939	1273
1470	1790
1501	2307
32	824
563	1341
1094	1858
1625	2375
156	892
687	1409
1218	1926
1749	2443
280	960
811	1477
1342	1994
1873	2011
404	528
935	1045
1466	1562
1997	2079
28	596
559	1113
1090	1630
1621	2147
152	664
683	1181
1214	1698
1745	2215
276	732
807	1249
1338	1766
1869	2283
400	800
931	1317
1462	1834
1993	2351
24	868
555	1385
1086	1902
1617	2419
148	936
679	1453
1210	1970
1741	2487
272	504
803	1021
1334	1538
1865	2055
396	572
927	1089
1458	1606
1989	2123
20	640
551	1157
1082	1674
1613	2191
144	708
675	1225
1206	1742
1737	2259
268	776
799	1293
1330	1810
1861	2327
392	844
923	1361
1454	1878
1985	2395
16	912
547	1429
1078	1946
1609	2463
140	980
671	1497
1202	1514
1733	2031
264	548
795	1065
1326	1582
1857	2099
388	616
919	1133
1450	1650
1981	2167
12	684
543	1201
1074	1718
1605	2235
136	752
667	1269
1198	1786
1729	2303
260	820
791	1337
1322	1854
1853	2371
384	888
915	1405
1446	1922
1977	2439
8	956
539	1473
1070	1990
1601	2007
132	524
663	1041
1194	1558
1725	2075
256	592
787	1109
1318	1626
1849	2143
380	660
911	1177
1442	1694
1973	2211
4	728
535	1245
1066	1762
1597	2279
128	796
659	1313
1190	1830
1721	2347
252	864
783	1381
1314	1898
1845	2415
376	932
907	1449
1438	1966
1969	2483
